#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 156700      2.60e+00    2.55e+00      7.24e-02    1.00e-01      1.12e-01    1.09e-01    1.8e-04
 156800      2.36e+00    2.53e+00      8.32e-02    1.02e-01      9.96e-02    1.08e-01    1.8e-04
 156900      2.68e+00    2.18e+00      3.64e-02    6.47e-02      1.17e-01    9.30e-02    1.8e-04
 157000      2.44e+00    1.85e+00      4.65e-02    5.73e-02      1.06e-01    7.52e-02    1.8e-04
 157100      4.98e+00    2.33e+00      1.71e-01    9.23e-02      1.49e-01    9.53e-02    1.8e-04
 157200      2.80e+00    2.61e+00      7.56e-02    9.05e-02      1.19e-01    1.04e-01    1.8e-04
 157300      2.20e+00    1.64e+00      4.91e-03    5.99e-02      9.85e-02    6.80e-02    1.8e-04
 157400      2.47e+00    2.35e+00      5.20e-02    7.95e-02      1.06e-01    9.89e-02    1.8e-04
 157500      2.81e+00    3.16e+00      5.46e-02    1.31e-02      1.22e-01    1.41e-01    1.8e-04
 157600      2.58e+00    1.82e+00      7.50e-02    6.07e-02      1.11e-01    7.32e-02    1.8e-04
 157700      2.33e+00    2.30e+00      8.96e-02    4.95e-02      9.86e-02    1.01e-01    1.8e-04
 157800      1.95e+00    1.91e+00      5.55e-02    4.00e-02      8.35e-02    8.35e-02    1.8e-04
 157900      2.85e+00    2.57e+00      8.68e-02    2.34e-02      1.19e-01    1.15e-01    1.8e-04
 158000      2.03e+00    2.13e+00      8.48e-02    7.70e-02      8.20e-02    8.87e-02    1.8e-04
 158100      2.01e+00    1.79e+00      6.10e-02    6.42e-03      8.60e-02    8.02e-02    1.8e-04
 158200      2.86e+00    1.61e+00      7.99e-02    3.88e-02      1.22e-01    6.97e-02    1.8e-04
 158300      2.36e+00    2.66e+00      6.92e-02    8.06e-02      1.00e-01    1.09e-01    1.8e-04
 158400      2.59e+00    3.21e+00      2.82e-02    6.94e-02      1.14e-01    1.40e-01    1.8e-04
 158500      2.70e+00    3.08e+00      5.07e-02    1.44e-01      1.18e-01    1.30e-01    1.8e-04
 158600      2.58e+00    2.13e+00      7.94e-02    1.92e-04      1.11e-01    9.53e-02    1.8e-04
 158700      1.91e+00    2.92e+00      6.97e-02    1.17e-02      7.87e-02    1.30e-01    1.8e-04
 158800      2.45e+00    2.91e+00      6.90e-02    4.85e-02      9.88e-02    1.28e-01    1.8e-04
 158900      2.08e+00    2.32e+00      7.86e-02    3.55e-02      8.62e-02    1.02e-01    1.8e-04
 159000      2.07e+00    2.18e+00      6.60e-02    6.19e-02      8.73e-02    9.35e-02    1.8e-04
 159100      2.77e+00    1.71e+00      7.25e-02    4.28e-02      1.19e-01    7.40e-02    1.8e-04
 159200      2.89e+00    3.10e+00      6.33e-02    5.64e-03      1.24e-01    1.39e-01    1.8e-04
 159300      1.69e+00    1.68e+00      4.73e-02    1.77e-02      7.27e-02    7.45e-02    1.8e-04
 159400      2.31e+00    1.69e+00      8.92e-02    5.32e-02      9.51e-02    7.18e-02    1.8e-04
 159500      2.01e+00    2.11e+00      2.96e-02    6.41e-02      8.85e-02    8.99e-02    1.8e-04
 159600      5.37e+00    2.20e+00      1.91e-01    1.07e-01      1.60e-01    9.18e-02    1.8e-04
 159700      2.43e+00    2.14e+00      8.20e-02    7.59e-02      1.03e-01    8.93e-02    1.8e-04
 159800      1.92e+00    2.39e+00      8.31e-02    7.76e-02      7.88e-02    1.01e-01    1.8e-04
 159900      1.91e+00    2.50e+00      4.71e-02    8.15e-02      8.19e-02    1.05e-01    1.8e-04
 160000      1.90e+00    1.77e+00      5.68e-02    5.99e-02      7.98e-02    7.43e-02    1.8e-04
 160100      5.18e+00    2.38e+00      2.01e-01    3.24e-02      1.39e-01    1.05e-01    1.8e-04
 160200      2.51e+00    1.51e+00      4.55e-02    8.97e-03      1.09e-01    6.74e-02    1.8e-04
 160300      2.75e+00    2.16e+00      8.72e-02    1.02e-01      1.16e-01    8.46e-02    1.8e-04
 160400      2.46e+00    2.61e+00      7.63e-02    1.33e-01      1.01e-01    1.00e-01    1.8e-04
 160500      4.68e+00    2.33e+00      1.65e-01    6.52e-02      1.45e-01    9.98e-02    1.8e-04
 160600      2.09e+00    3.00e+00      4.66e-02    1.09e-01      9.00e-02    1.25e-01    1.8e-04
 160700      4.95e+00    1.59e+00      1.87e-01    6.83e-02      1.46e-01    6.38e-02    1.8e-04
 160800      1.76e+00    2.97e+00      3.48e-02    9.16e-02      7.73e-02    1.26e-01    1.8e-04
 160900      2.01e+00    1.84e+00      3.81e-02    5.74e-02      8.76e-02    7.48e-02    1.8e-04
 161000      1.84e+00    1.54e+00      4.25e-02    3.60e-02      7.94e-02    6.71e-02    1.8e-04
 161100      2.47e+00    3.18e+00      5.14e-02    5.13e-03      1.06e-01    1.42e-01    1.8e-04
 161200      2.78e+00    1.94e+00      6.88e-02    8.90e-02      1.20e-01    8.20e-02    1.8e-04
 161300      2.30e+00    1.65e+00      5.15e-02    2.14e-02      9.92e-02    7.34e-02    1.8e-04
 161400      1.74e+00    1.88e+00      4.02e-02    5.63e-02      7.49e-02    8.00e-02    1.8e-04
 161500      2.42e+00    1.96e+00      6.42e-02    6.60e-02      1.03e-01    8.23e-02    1.8e-04
 161600      2.60e+00    2.14e+00      3.86e-02    8.12e-02      1.14e-01    8.83e-02    1.8e-04
 161700      2.53e+00    2.75e+00      4.43e-02    7.84e-02      1.11e-01    1.17e-01    1.8e-04
 161800      2.14e+00    1.62e+00      7.90e-02    5.56e-02      8.85e-02    6.81e-02    1.8e-04
 161900      4.74e+00    2.80e+00      1.57e-01    2.36e-02      1.62e-01    1.25e-01    1.8e-04
 162000      1.99e+00    1.82e+00      5.25e-02    4.57e-02      8.43e-02    7.87e-02    1.8e-04
 162100      2.06e+00    2.61e+00      8.37e-02    7.53e-02      8.67e-02    1.12e-01    1.8e-04
 162200      2.34e+00    1.91e+00      6.44e-02    1.06e-01      1.01e-01    7.84e-02    1.8e-04
 162300      2.13e+00    2.13e+00      5.80e-02    3.51e-02      9.15e-02    9.39e-02    1.8e-04
 162400      2.35e+00    2.60e+00      7.22e-02    5.37e-02      9.82e-02    1.14e-01    1.8e-04
 162500      2.92e+00    2.92e+00      7.90e-02    1.30e-02      1.26e-01    1.30e-01    1.8e-04
 162600      2.64e+00    2.13e+00      5.11e-02    9.01e-02      1.14e-01    7.87e-02    1.8e-04
 162700      2.69e+00    1.53e+00      4.80e-02    9.47e-03      1.16e-01    6.85e-02    1.8e-04
 162800      4.97e+00    2.88e+00      1.82e-01    2.29e-02      1.50e-01    1.28e-01    1.8e-04
 162900      2.65e+00    2.38e+00      5.97e-02    6.69e-02      1.16e-01    1.02e-01    1.8e-04
 163000      4.93e+00    2.17e+00      1.55e-01    4.84e-02      1.59e-01    9.46e-02    1.8e-04
 163100      2.95e+00    1.71e+00      2.88e-02    4.05e-02      1.31e-01    7.40e-02    1.8e-04
 163200      2.24e+00    1.76e+00      8.82e-02    3.35e-02      9.05e-02    7.73e-02    1.8e-04
 163300      5.82e+00    1.68e+00      2.02e-01    4.17e-02      1.88e-01    7.27e-02    1.8e-04
 163400      2.47e+00    2.49e+00      7.78e-02    9.25e-02      1.05e-01    1.03e-01    1.8e-04
 163500      2.13e+00    1.70e+00      8.07e-02    4.59e-02      8.85e-02    7.09e-02    1.8e-04
 163600      1.78e+00    2.13e+00      6.65e-02    4.91e-02      7.28e-02    9.26e-02    1.8e-04
 163700      1.81e+00    1.73e+00      7.21e-02    3.68e-02      7.39e-02    7.55e-02    1.8e-04
 163800      2.98e+00    2.52e+00      5.66e-02    1.02e-01      1.30e-01    1.03e-01    1.8e-04
 163900      3.03e+00    1.75e+00      6.22e-02    7.65e-02      1.31e-01    7.03e-02    1.8e-04
 164000      2.12e+00    2.77e+00      3.72e-02    7.95e-02      9.25e-02    1.18e-01    1.8e-04
 164100      2.51e+00    2.75e+00      7.28e-02    5.81e-02      1.07e-01    1.18e-01    1.8e-04
 164200      2.52e+00    1.94e+00      5.12e-02    1.64e-02      1.09e-01    8.64e-02    1.8e-04
 164300      2.46e+00    1.83e+00      4.98e-02    3.20e-02      1.07e-01    8.06e-02    1.8e-04
 164400      4.86e+00    1.98e+00      1.69e-01    6.43e-02      1.50e-01    8.37e-02    1.8e-04
 164500      2.44e+00    1.89e+00      9.94e-02    9.49e-02      9.91e-02    7.25e-02    1.8e-04
 164600      2.11e+00    2.47e+00      5.33e-02    6.80e-02      9.13e-02    1.06e-01    1.8e-04
 164700      2.54e+00    2.01e+00      1.04e-01    7.89e-02      1.04e-01    8.23e-02    1.8e-04
 164800      2.44e+00    3.23e+00      5.90e-02    1.35e-02      1.05e-01    1.44e-01    1.8e-04
 164900      5.05e+00    1.63e+00      1.95e-01    9.34e-02      1.44e-01    5.92e-02    1.8e-04
 165000      2.03e+00    2.01e+00      6.33e-02    9.73e-02      8.52e-02    8.40e-02    1.8e-04
 165100      1.99e+00    2.35e+00      4.77e-02    2.48e-03      8.55e-02    1.05e-01    1.8e-04
 165200      4.70e+00    1.96e+00      1.59e-01    1.99e-02      1.52e-01    8.73e-02    1.8e-04
 165300      1.91e+00    2.42e+00      4.96e-02    6.57e-02      8.14e-02    1.04e-01    1.8e-04
 165400      3.08e+00    1.87e+00      4.64e-02    7.19e-02      1.35e-01    8.03e-02    1.8e-04
 165500      4.92e+00    1.66e+00      1.70e-01    6.56e-02      1.50e-01    6.80e-02    1.8e-04
 165600      2.50e+00    1.70e+00      7.09e-02    3.19e-02      1.08e-01    7.47e-02    1.8e-04
 165700      3.09e+00    2.06e+00      5.58e-02    8.36e-02      1.35e-01    8.40e-02    1.8e-04
 165800      2.33e+00    1.98e+00      7.31e-02    1.64e-02      9.56e-02    8.83e-02    1.8e-04
 165900      2.91e+00    2.38e+00      5.43e-02    4.95e-02      1.28e-01    1.04e-01    1.8e-04
 166000      2.42e+00    1.49e+00      5.61e-02    2.61e-02      1.01e-01    6.53e-02    1.8e-04
 166100      2.82e+00    2.98e+00      3.12e-02    7.91e-02      1.25e-01    1.28e-01    1.8e-04
 166200      2.41e+00    2.65e+00      3.80e-02    1.01e-01      1.06e-01    1.09e-01    1.8e-04
 166300      2.16e+00    1.72e+00      5.92e-02    6.15e-03      9.24e-02    7.69e-02    1.8e-04
 166400      2.36e+00    2.85e+00      7.53e-02    4.16e-03      9.88e-02    1.27e-01    1.8e-04
 166500      3.40e+00    2.47e+00      6.67e-02    7.38e-02      1.49e-01    1.05e-01    1.8e-04
 166600      2.25e+00    2.74e+00      5.15e-02    5.60e-02      9.65e-02    1.18e-01    1.8e-04
 166700      2.25e+00    1.97e+00      5.17e-02    5.93e-02      9.73e-02    8.40e-02    1.8e-04
 166800      2.29e+00    2.41e+00      7.05e-02    1.27e-02      9.82e-02    1.07e-01    1.8e-04
 166900      2.60e+00    2.51e+00      5.13e-02    5.38e-02      1.14e-01    1.10e-01    1.8e-04
 167000      2.04e+00    2.58e+00      7.36e-02    8.27e-02      8.39e-02    1.05e-01    1.8e-04
 167100      2.21e+00    2.04e+00      8.11e-02    9.16e-02      9.11e-02    8.63e-02    1.8e-04
 167200      5.04e+00    2.50e+00      1.82e-01    9.41e-02      1.55e-01    1.03e-01    1.8e-04
 167300      2.61e+00    1.69e+00      7.33e-02    1.45e-02      1.11e-01    7.51e-02    1.8e-04
 167400      2.51e+00    1.65e+00      6.14e-02    1.19e-02      1.08e-01    7.34e-02    1.8e-04
 167500      2.62e+00    3.10e+00      6.14e-02    1.19e-01      1.12e-01    1.28e-01    1.8e-04
 167600      2.33e+00    2.16e+00      6.32e-02    4.44e-02      9.92e-02    9.44e-02    1.8e-04
 167700      2.21e+00    1.90e+00      5.55e-02    6.67e-02      9.49e-02    7.91e-02    1.8e-04
 167800      4.93e+00    2.12e+00      1.65e-01    1.12e-01      1.56e-01    8.77e-02    1.8e-04
 167900      2.13e+00    2.14e+00      6.16e-02    7.95e-02      8.75e-02    8.30e-02    1.8e-04
 168000      2.49e+00    2.13e+00      6.33e-02    7.31e-02      1.07e-01    8.91e-02    1.8e-04
 168100      2.10e+00    1.85e+00      6.86e-02    7.04e-02      8.61e-02    7.62e-02    1.8e-04
 168200      2.17e+00    2.50e+00      7.54e-02    4.85e-02      9.11e-02    1.09e-01    1.8e-04
 168300      2.23e+00    1.48e+00      6.06e-02    6.75e-03      9.55e-02    6.62e-02    1.8e-04
 168400      2.76e+00    2.31e+00      5.06e-02    1.58e-01      1.20e-01    8.98e-02    1.8e-04
 168500      3.01e+00    3.01e+00      5.37e-02    2.76e-02      1.31e-01    1.34e-01    1.8e-04
 168600      2.75e+00    2.25e+00      3.95e-02    9.59e-02      1.19e-01    9.07e-02    1.8e-04
 168700      2.28e+00    2.67e+00      6.53e-02    4.85e-02      9.75e-02    1.17e-01    1.8e-04
 168800      2.58e+00    2.35e+00      7.11e-02    2.48e-03      1.08e-01    1.05e-01    1.8e-04
 168900      1.80e+00    3.29e+00      8.06e-02    7.68e-02      7.35e-02    1.43e-01    1.8e-04
 169000      2.27e+00    1.85e+00      1.66e-02    8.58e-02      1.01e-01    7.26e-02    1.8e-04
 169100      2.41e+00    2.35e+00      6.56e-02    1.22e-01      1.03e-01    9.76e-02    1.8e-04
 169200      1.80e+00    1.88e+00      5.97e-02    5.00e-02      7.48e-02    8.11e-02    1.8e-04
 169300      2.41e+00    3.23e+00      6.42e-02    6.39e-02      1.03e-01    1.42e-01    1.8e-04
 169400      2.11e+00    2.08e+00      6.18e-02    2.35e-03      8.98e-02    9.32e-02    1.8e-04
 169500      2.74e+00    2.55e+00      3.27e-02    5.80e-02      1.21e-01    1.11e-01    1.8e-04
 169600      2.56e+00    1.70e+00      5.74e-02    3.96e-03      1.10e-01    7.62e-02    1.8e-04
 169700      2.20e+00    2.79e+00      6.14e-02    6.83e-02      9.52e-02    1.21e-01    1.8e-04
 169800      2.58e+00    1.60e+00      9.14e-02    4.55e-02      1.07e-01    6.83e-02    1.8e-04
 169900      2.57e+00    1.51e+00      6.86e-02    4.76e-02      1.06e-01    6.38e-02    1.8e-04
 170000      2.96e+00    2.66e+00      9.13e-02    1.12e-01      1.21e-01    9.87e-02    1.8e-04
 170100      2.50e+00    2.31e+00      4.36e-02    6.79e-02      1.07e-01    9.51e-02    1.8e-04
 170200      1.86e+00    1.48e+00      6.43e-02    1.98e-02      7.76e-02    6.56e-02    1.8e-04
 170300      2.05e+00    1.85e+00      2.46e-02    1.96e-02      9.09e-02    8.23e-02    1.8e-04
 170400      2.45e+00    2.32e+00      4.83e-02    8.20e-02      1.06e-01    9.14e-02    1.8e-04
 170500      2.32e+00    2.46e+00      1.79e-02    6.99e-02      1.03e-01    1.05e-01    1.8e-04
 170600      2.36e+00    2.89e+00      5.63e-02    2.44e-02      9.83e-02    1.29e-01    1.8e-04
 170700      2.40e+00    1.91e+00      6.34e-02    7.10e-02      1.03e-01    7.91e-02    1.8e-04
 170800      2.40e+00    2.11e+00      6.93e-02    5.84e-02      1.04e-01    9.04e-02    1.8e-04
 170900      2.31e+00    2.63e+00      1.01e-01    9.77e-02      9.49e-02    1.09e-01    1.8e-04
 171000      2.41e+00    2.02e+00      6.53e-02    3.98e-02      1.02e-01    8.86e-02    1.8e-04
 171100      2.29e+00    2.31e+00      1.23e-01    2.96e-03      8.37e-02    1.03e-01    1.8e-04
 171200      1.93e+00    1.95e+00      6.14e-02    8.88e-02      8.09e-02    8.22e-02    1.8e-04
 171300      5.28e+00    1.78e+00      1.87e-01    4.89e-03      1.70e-01    7.96e-02    1.8e-04
 171400      2.80e+00    2.68e+00      3.84e-02    6.38e-02      1.23e-01    1.16e-01    1.8e-04
 171500      2.80e+00    2.31e+00      2.64e-02    7.37e-02      1.23e-01    9.75e-02    1.8e-04
 171600      2.37e+00    1.95e+00      9.96e-02    1.66e-02      9.72e-02    8.71e-02    1.8e-04
 171700      2.58e+00    2.25e+00      4.88e-02    6.89e-02      1.12e-01    9.57e-02    1.8e-04
 171800      1.80e+00    3.24e+00      4.91e-02    9.32e-02      7.72e-02    1.38e-01    1.8e-04
 171900      2.23e+00    3.32e+00      6.63e-02    5.13e-03      9.36e-02    1.48e-01    1.8e-04
 172000      2.60e+00    1.70e+00      6.47e-02    4.99e-02      1.11e-01    7.25e-02    1.8e-04
 172100      1.92e+00    2.54e+00      4.53e-02    5.90e-02      8.31e-02    1.10e-01    1.8e-04
 172200      2.40e+00    2.20e+00      1.99e-02    9.06e-02      1.07e-01    8.94e-02    1.8e-04
 172300      2.31e+00    2.00e+00      6.87e-02    6.48e-02      9.78e-02    8.44e-02    1.8e-04
 172400      2.90e+00    1.99e+00      4.10e-02    1.04e-01      1.28e-01    7.53e-02    1.8e-04
 172500      2.24e+00    3.54e+00      2.32e-02    7.36e-02      9.89e-02    1.55e-01    1.8e-04
 172600      4.49e+00    1.52e+00      1.54e-01    6.78e-02      1.30e-01    6.08e-02    1.8e-04
 172700      4.93e+00    3.30e+00      1.78e-01    4.04e-03      1.50e-01    1.48e-01    1.8e-04
 172800      3.13e+00    2.40e+00      6.40e-02    7.59e-02      1.37e-01    1.01e-01    1.8e-04
 172900      2.71e+00    1.92e+00      5.88e-02    6.09e-02      1.18e-01    8.10e-02    1.8e-04
 173000      2.33e+00    3.03e+00      5.06e-02    4.59e-02      1.02e-01    1.34e-01    1.8e-04
 173100      2.06e+00    3.39e+00      5.43e-02    1.69e-02      8.79e-02    1.52e-01    1.8e-04
 173200      2.13e+00    2.31e+00      3.29e-02    1.35e-01      9.30e-02    9.36e-02    1.8e-04
 173300      2.16e+00    2.49e+00      5.55e-02    7.05e-02      9.22e-02    1.06e-01    1.8e-04
 173400      1.93e+00    1.78e+00      7.28e-02    9.22e-02      8.03e-02    7.39e-02    1.8e-04
 173500      1.79e+00    2.08e+00      3.79e-02    4.64e-02      7.67e-02    9.08e-02    1.8e-04
 173600      2.66e+00    2.27e+00      6.27e-02    5.12e-02      1.14e-01    9.67e-02    1.8e-04
 173700      2.06e+00    1.58e+00      2.66e-02    2.68e-02      9.12e-02    6.97e-02    1.8e-04
 173800      2.38e+00    1.74e+00      5.73e-02    5.07e-02      1.02e-01    7.19e-02    1.8e-04
 173900      2.49e+00    2.36e+00      5.56e-02    9.01e-02      1.08e-01    9.70e-02    1.8e-04
 174000      2.20e+00    3.51e+00      4.31e-02    1.63e-02      9.65e-02    1.57e-01    1.8e-04
 174100      2.93e+00    1.74e+00      4.11e-02    5.43e-02      1.28e-01    7.36e-02    1.8e-04
 174200      2.28e+00    2.10e+00      3.11e-02    8.27e-02      1.01e-01    8.00e-02    1.8e-04
 174300      2.01e+00    2.98e+00      6.49e-02    3.98e-02      8.50e-02    1.32e-01    1.8e-04
 174400      2.21e+00    2.35e+00      8.40e-02    9.19e-02      9.08e-02    9.66e-02    1.8e-04
 174500      2.18e+00    2.39e+00      5.09e-02    9.36e-02      9.40e-02    9.81e-02    1.8e-04
 174600      2.49e+00    2.11e+00      7.10e-02    9.55e-02      1.06e-01    8.34e-02    1.8e-04
 174700      3.02e+00    2.29e+00      4.22e-02    5.26e-02      1.33e-01    9.95e-02    1.8e-04
 174800      2.28e+00    1.53e+00      4.31e-02    6.59e-02      1.00e-01    6.53e-02    1.8e-04
 174900      2.47e+00    1.71e+00      4.85e-02    3.14e-02      1.07e-01    7.40e-02    1.8e-04
 175000      1.89e+00    2.48e+00      6.01e-02    1.19e-01      7.92e-02    1.04e-01    1.8e-04
 175100      1.90e+00    1.50e+00      7.05e-02    6.77e-02      7.85e-02    5.97e-02    1.8e-04
 175200      1.84e+00    1.83e+00      3.74e-02    4.80e-02      7.89e-02    7.88e-02    1.8e-04
 175300      2.11e+00    1.75e+00      4.28e-02    8.56e-03      9.07e-02    7.82e-02    1.8e-04
 175400      2.47e+00    3.27e+00      5.80e-02    3.38e-03      1.06e-01    1.46e-01    1.8e-04
 175500      1.79e+00    2.03e+00      6.58e-02    3.11e-02      7.38e-02    8.98e-02    1.8e-04
 175600      2.45e+00    2.27e+00      2.86e-02    1.38e-01      1.09e-01    8.02e-02    1.8e-04
 175700      2.68e+00    1.84e+00      5.35e-02    2.42e-02      1.15e-01    8.14e-02    1.8e-04
 175800      1.84e+00    5.40e+00      8.30e-02    1.80e-01      7.42e-02    1.75e-01    1.8e-04
 175900      2.32e+00    2.11e+00      5.55e-02    5.33e-02      9.90e-02    9.12e-02    1.8e-04
 176000      2.31e+00    1.89e+00      8.56e-02    5.23e-02      9.70e-02    8.10e-02    1.8e-04
 176100      2.67e+00    1.72e+00      7.89e-02    9.28e-02      1.13e-01    6.43e-02    1.8e-04
 176200      2.16e+00    2.24e+00      5.69e-02    8.42e-03      9.05e-02    9.99e-02    1.8e-04
 176300      2.00e+00    1.52e+00      7.22e-02    6.44e-02      8.12e-02    6.48e-02    1.8e-04
 176400      3.05e+00    2.41e+00      4.14e-02    7.58e-02      1.33e-01    1.02e-01    1.8e-04
 176500      2.37e+00    1.73e+00      4.60e-02    5.76e-03      1.03e-01    7.71e-02    1.8e-04
 176600      2.55e+00    1.69e+00      3.76e-02    4.06e-02      1.13e-01    7.33e-02    1.8e-04
 176700      1.75e+00    1.45e+00      7.22e-02    1.20e-02      7.25e-02    6.45e-02    1.8e-04
 176800      2.41e+00    3.42e+00      6.47e-02    4.94e-02      1.02e-01    1.51e-01    1.8e-04
